4, 5, 2.50781250
4, 5, 2.53125000
4, 5, 2.70312500
4, 5, 1.28125000
4, 5, 1.40625000
4, 5, 2.23437500
4, 5, 2.61718750
4, 5, 2.63671875
4, 5, 2.54687500
4, 5, 2.61328125
4, 10, 1.12500000
4, 10, 1.74609375
4, 10, 1.78906250
4, 10, 0.96093750
4, 10, 2.12109375
4, 10, 2.17578125
4, 10, 1.38281250
4, 10, 1.80468750
4, 10, 1.75390625
4, 10, 1.91406250
4, 15, 2.17578125
4, 15, 1.90625000
4, 15, 1.94531250
4, 15, 2.02343750
4, 15, 1.93750000
4, 15, 1.89843750
4, 15, 3.85937500
4, 15, 2.08203125
4, 15, 1.77343750
4, 15, 1.89843750
4, 20, 1.66406250
4, 20, 3.80859375
4, 20, 3.70312500
4, 20, 3.80468750
4, 20, 4.00390625
4, 20, 2.40234375
4, 20, 2.89062500
4, 20, 3.87890625
4, 20, 2.28125000
4, 20, 2.78515625
4, 25, 2.68359375
4, 25, 3.07421875
4, 25, 2.32812500
4, 25, 2.71093750
4, 25, 2.96875000
4, 25, 2.82421875
4, 25, 2.13671875
4, 25, 3.03515625
4, 25, 2.78515625
4, 25, 2.87109375
4, 30, 2.83203125
4, 30, 2.06640625
4, 30, 3.00781250
4, 30, 2.68359375
4, 30, 3.48828125
4, 30, 2.27734375
4, 30, 2.05078125
4, 30, 2.67187500
4, 30, 3.35156250
4, 30, 2.84765625
4, 35, 1.61328125
4, 35, 1.50390625
4, 35, 1.68750000
4, 35, 3.31640625
4, 35, 1.71093750
4, 35, 1.39062500
4, 35, 1.43359375
4, 35, 1.71093750
4, 35, 3.32421875
4, 35, 1.72265625
4, 40, 1.72656250
4, 40, 1.48828125
4, 40, 3.48046875
4, 40, 1.05859375
4, 40, 3.58203125
4, 40, 1.72265625
4, 40, 3.48437500
4, 40, 1.37109375
4, 40, 3.42968750
4, 40, 1.28515625
4, 45, 3.57812500
4, 45, 3.45312500
4, 45, 3.47265625
4, 45, 3.22656250
4, 45, 3.68359375
4, 45, 1.50781250
4, 45, 3.49218750
4, 45, 3.55468750
4, 45, 3.47656250
4, 45, 1.62109375
4, 50, 3.31250000
4, 50, 3.39062500
4, 50, 3.80078125
4, 50, 3.42968750
4, 50, 3.38671875
4, 50, 3.49609375
4, 50, 3.29296875
4, 50, 3.71093750
4, 50, 3.59375000
4, 50, 3.66406250
4, 55, 3.35546875
4, 55, 3.46484375
4, 55, 3.47656250
4, 55, 3.31250000
4, 55, 3.53906250
4, 55, 3.42968750
4, 55, 3.46093750
4, 55, 3.31640625
4, 55, 3.32421875
4, 55, 3.42187500
4, 60, 3.39843750
4, 60, 3.32421875
4, 60, 3.59375000
4, 60, 3.49609375
4, 60, 3.63281250
4, 60, 3.62109375
4, 60, 3.51953125
4, 60, 3.56250000
4, 60, 3.71484375
4, 60, 3.54296875
4, 65, 3.48046875
4, 65, 3.28906250
4, 65, 3.47656250
4, 65, 3.41015625
4, 65, 3.44531250
4, 65, 3.53515625
4, 65, 3.32812500
4, 65, 3.55468750
4, 65, 3.28125000
4, 65, 3.39453125
4, 70, 3.96484375
4, 70, 3.76171875
4, 70, 2.53906250
4, 70, 2.46484375
4, 70, 3.82031250
4, 70, 2.78125000
4, 70, 2.22656250
4, 70, 2.47265625
4, 70, 2.78515625
4, 70, 2.54687500
4, 75, 2.40625000
4, 75, 3.73828125
4, 75, 2.21484375
4, 75, 2.17968750
4, 75, 2.41796875
4, 75, 4.09375000
4, 75, 2.52734375
4, 75, 2.11718750
4, 75, 2.64453125
4, 75, 3.69140625
4, 80, 3.87890625
4, 80, 3.44140625
4, 80, 3.70703125
4, 80, 3.47656250
4, 80, 3.26562500
4, 80, 3.82421875
4, 80, 3.47265625
4, 80, 2.31640625
4, 80, 3.75390625
4, 80, 3.48437500
4, 85, 1.16796875
4, 85, 3.30078125
4, 85, 3.73437500
4, 85, 3.78906250
4, 85, 3.67187500
4, 85, 3.48046875
4, 85, 3.48437500
4, 85, 3.72656250
4, 85, 3.41796875
4, 85, 3.26562500
