#r, n, m
2, 5, 0.00000000
2, 5, 1.81640625
2, 5, 0.00000000
2, 5, 3.19921875
2, 5, 3.18359375
2, 5, 3.15234375
2, 5, 1.47656250
2, 5, 0.00000000
2, 5, 1.74218750
2, 5, 0.00000000
2, 10, 3.01171875
2, 10, 0.00000000
2, 10, 2.99609375
2, 10, 1.21484375
2, 10, 3.14453125
2, 10, 3.06640625
2, 10, 1.28515625
2, 10, 1.34765625
2, 10, 1.07812500
2, 10, 3.04296875
2, 15, 0.97656250
2, 15, 3.06640625
2, 15, 3.06640625
2, 15, 3.04687500
2, 15, 0.87109375
2, 15, 2.98828125
2, 15, 3.06640625
2, 15, 3.05859375
2, 15, 3.00781250
2, 15, 3.03515625
2, 20, 2.65234375
2, 20, 2.53125000
2, 20, 2.70703125
2, 20, 1.00781250
2, 20, 2.55078125
2, 20, 2.76953125
2, 20, 2.58593750
2, 20, 2.54296875
2, 20, 2.44921875
2, 20, 2.51562500
2, 25, 2.33593750
2, 25, 2.46093750
2, 25, 3.83203125
2, 25, 0.96875000
2, 25, 2.41406250
2, 25, 2.53515625
2, 25, 2.53515625
2, 25, 2.62890625
2, 25, 2.47265625
2, 25, 2.59375000
2, 30, 2.22656250
2, 30, 2.23437500
2, 30, 2.21093750
2, 30, 3.64843750
2, 30, 2.12500000
2, 30, 2.27734375
2, 30, 2.12890625
2, 30, 3.67578125
2, 30, 2.18750000
2, 30, 2.17187500
